poem_name,poet_name,poem_text,rank
Destan,Necip Fazıl Kısakürek,"Durun kalabalıklar, bu cadde çıkmaz sokak! 
Haykırsam, kollarımı makas gibi açarak:
Durun, durun, bir dünya iniyor tepemizden,
Çatırdılar geliyor karanlık kubbemizden,
Çekiyor tebeşirle yekûn hattını âfet; 
Alevler içinde ev, üst katında ziyafet! 
Durum diye bir lâf var, buyrunuz size durum; 
Bu toprak çirkef oldu, bu gökyüzü bodurum! 
Bir şey koptu içimden, şey, her şeyi tutan bir şey,
Benim adım Bay Necip, babamınki Fazıl Bey; 
Utanırdı burnunu göstermekten sütninem,
Kızımın gösterdiği, kefen bezine mahrem.
Ey tepetaklak ehram, başı üstünde bina; 
Evde cinayet, tramvay arabasında zina! 
Bir kitap sarayının bin dolusu iskambil; 
Barajlar yıkan şarap, sebil üstüne sebil! 
Ve ferman, kumardaki dört kıralın buyruğu; 
Başkentler haritası, yerde sarhoş kusmuğu! 
Geçenler geçti seni, uçtu pabucun dama,
Çatla Sodom-Gomore, patla Bizans ve Roma! 
Öttür yem borusunu öttür, öttür, borazan! 
Bitpazarında sattık, kalkamaz artık kazan! 
Allahın on pulunu bekleye dursun on kul; 
Bir kişiye tam dokuz, dokuz kişiye bir pul.
Bu taksimi kurt yapmaz kuzulara şah olsa; 
Yaşasın, kefenimin kefili karaborsa! 
Kubur faresi hayat, meselesiz, gerçeksiz; 
Heykel destek üstünde, benim ruhum desteksiz.
Siyaset kavas, ilim köle, sanat ihtilâç; 
Serbest, verem ve sıtma; mahpus, gümrükte ilâç.
Bülbüllere emir var: Lisan öğren vakvaktan; 
Bahset tarih, balığın tırmandığı kavaktan! 
Bak, arslan hakikate, ispinoz kafesinde; 
Tartılan vatana bak, dalkavuk kefesinde! 
Mezarda kan terliyor babamın iskeleti; 
Ne yaptık, ne yaptılar mukaddes emaneti? 
Ah, küçük hokkabazlık, sefil aynalı dolap; 
Bir şapka, bir eldiven, bir maymun ve inkılap.
                                                  (1947)",137
Açlık Ordusu Yürüyor...,Nazım Hikmet Ran,"Açlık ordusu yürüyor 
yürüyor ekmeğe doymak için 
ete doymak için 
kitaba doymak için 
hürriyete doymak için. 
Yürüyor köprüler geçerek kıldan ince kılıçtan keskin 
yürüyor demir kapıları yırtıp kale duvarlarını yıkarak 
yürüyor ayakları kan içinde. ....................",138
1945 Yılı Aralık Ayının Dördü,Nazım Hikmet Ran,"İlk göz göze geldiğimiz günkü elbiseni çıkar sandıktan,
giyin,kuşan,
benze bahar ağaçlarına...
Hapi....................",139
Adım Sonbahar,Attila İlhan,"nasıl iş bu
her yanına çiçek yağmış
erik ağacının
ışık içinde ....................",140
Gençliğe Hitabe,Necip Fazıl Kısakürek,"bir gençlik, bir gençlik, bir gençlik...
""zaman bendedir ve mekân bana emanettir! "" şuurunda bir gençlik...
devlet ve milletinin büyük çapa ermiş yedi asırlık hayatında ilk ikibuçuk asrını aşk, vecd, fetih ve hakimiyetle süsleyici; üç asrını kaba softa ve ham yobaz elinde kenetleyici; son bir asrını, allah'ın kur'an'ında ""belhüm adal"" dediği hayvandan aşağı taklitçilere kaptırıcı; en son yarım asrını da işgal ordularının bile yapamayacağı bir cinayetle, türkü madde plânında kurtardıktan sonra ruh plânında helâk edici tam dört devre bulunduğunu gören... bu devirleri yükseltici aşk, çürütücü taklitçilik ve öldürücü küfür diye yaftalayan ve şimdi, evet şimdi... beşinci devrenin kapısı önünde dimdik bekleyen bir gençlik...
gökleri çökertecek ve yeni kurbağa diliyle bütün ""dikey""leri ""yatay"" hale getirecek bir nida kopararak ""mukaddes emaneti ne yaptınız? "" diye meydan yerine çıkacağı günü kollayan bir gençlik...
dininin, dilinin, beyninin, ilminin, ırzının, evinin, kininin, öcünün davacısı bir gençlik...
halka değil hakka inanan, meclisinin duvarında ""hakimiyet hakkındır"" düsturuna hasret çeken, gerçek adaleti bu inanışta ve halis hürriyeti hakka kölelikte bulan bir gençlik...
emekçiye ""benim sana acıdığım ve yardımcı olduğum kadar sen kendine acıyamaz ve yardımcı olamazsın! ama sen de, zulüm gördüğün iddiasiyle, kendi kendine hakkı ezmekte ve en zalim patronlardan daha zalim istismarcılara yakanı kaptırmakta başıboş bırakılamazsın! "", kapitaliste ise ""allah buyruğunu ve resul ölçüsünü kalbinin ve kasanın kapısına kazımadıkça serbest nefes bile alamazsın! "", ihtarını edecek... kökü ezelde ve dalı ebedde bir sistemin aşkına, vecdine, diyalektiğine, estetiğine, irfanına, idrakine sahip bir gençlik...
birbuçuk asırdır yanıp kavrulan, bunca keşfine ve oyuncağına rağmen buhranını yenemeyen ve kurtuluşunu arayan batı adamının bulamadığını, türkün de yine birbuçuk asırdır işte bu hasta batı adamında bulduğunu sandığı şeyi, o mübarek oluş sırrını çözecek ve her sistem ve mezhep, ortada ne kadar hastalık varsa tedavisinin ve ne kadar cennet hayali varsa hakikatinin islâm'da olduğunu gösterecek ve bu tavırla yurduna islâm âlemine ve bütün insanlığa numunelik teşkil edecek bir gençlik...
""kim var! "" diye seslenilince, sağına ve soluna bakınmadan, fert fert ""ben varım! "" cevabını verici, her ferdi ""benim olmadığım yerde kimse yoktur! "" duygusuna sahip bir dava ahlâkını pırıldatıcı bir gençlik...
can taşıma liyakatini, canların canı uğrunda can vermeyi cana minnet sayacak kadar gözü kara ve o nisbette strateji ve taktik sahibi bir gençlik...
büyük bir tasavvuf adamının benzetişiyle, zifiri karanlıkta ak sütün içindeki ak kılı farkedecek kadar gözü keskin bir gençlik...
bugün, komik üniversitesi, hokkabaz profesörü, yalancı ders kitabı, çıkartma kağıdı şehri, muzahrafat kanalı sokağı, fuhş albümü gazetesi, şaşkına dönmüş ailesi ve daha nesi ve nesi, hasılı, güya kendisini yetiştirecek bütün cemiyet müesseselerinden aldığı zehirli tesiri üzerinden silkip atabilecek, kendi öz talim ve terbiyesine, telkin ve telbiyesine memur vasıtalara kadar nefsini koruyabilecek, tekbaşına onlara karşı durabilecek ve çetinler çetini bu işin destanlık savaşını kazanabilecek bir gençlik...
annesi, babası, ninesi ve dedesi de içinde olsa gelmiş ve geçmiş bütün eski nesillerden hiç birini beğenmeyen, onlara ""siz güneşi ceketinizin astarı içinde kaybetmiş marka müslümanlarısınız! gerçek müslüman olsaydınız bu hallerden hiçbiri başımıza gelmezdi! "" diyecek ve gerçek müslümanlığın ""ne idüğü""nü ve ""nasıl""ını gösterecek bir gençlik...
tek cümleyle, allah'ın, kâinatı yüzüsuyu hürmetine yarattığı sevgilisinin âlemleri manto gibi bürüyen eteğine tutunacak, o'ndan başka hiçbir tutamak, dayanak, sığınak, barınak tanımayacak ve o'nun düşmanlarını ancak kubur farelerine denk muameleye lâyık görecek bir gençlik...
bu gençliği karşımda görüyorum. maya tutması için otuz küsür yıldır, devrimbaz kodamanların viski çektiği kamıştan borularla ciğerimden kalemime kan çekerek yırtındığım, kıvrandığım ve zindanlarda çürüdüğüm bu gençlik karşısında uykusuz, susuz, ekmeksiz, başımı secdeye mıhlayıp bir ömür allah'a hamd etme makamındayım. genç adam! bundan böyle senden beklediğim, manevî babanın tabutunu musalla taşına, anadolu kıtası büyüklüğündeki dâva taşını da gediğine koymandır.
surda bir gedik açtık; mukaddes mi mukaddes! 
ey kahbe rüzgâr, artık ne yandan esersen es! ..
Allah'ın selâmı üzerine olsun! """,141
Sefa Sür,Ömer Hayyam,"Geçmiş günü beyhude yere yâd etme,
Bir gelmemiş an için de feryat etme
Geçmiş gelecek masal bunlar hep
Eğlenmene bak ömrünü berbat etme.
Niceleri geldi, neler istediler,
Sonunda dünyayı bırakıp gittiler.
Sen hiç gitmeyecek gibisin değil mi? 
O gidenler de hep senin gibiydiler.
Dünyada ne var, kendine dert eyleyecek,
Bir gün gelecek ki can bedenden gidecek,
Zümrüt çayır üstünde, sefa sür iki gün...
Zira senin üstünde de otlar bitecek",142
Bekleyen,Necip Fazıl Kısakürek,"Sen, kaçan ürkek ceylânsın dağda,
Ben, peşine düşmüş bir canavarım! 
İstersen dünyayı çağır imdada; 
Sen varsın dünyada, bir de ben varım! 
Seni korkutacak geçtiğin yollar,
Arkandan gelecek hep ayak sesim.
Sarıp vücudunu belirsiz kollar,
Enseni yakacak ateş nefesim.
Kimsesiz odanda kış geceleri,
İçin ürperdiği demler beni an! 
De ki: Odur sarsan pencereleri,
De ki: Rüzgâr değil, odur haykıran! 
Göğsümden havaya kattığım zehir,
Solduracak bir gül gibi ömrünü,
Kaçıp dolaşsan da sen, şehir şehir,
Bana kalacaksın yine son günü.
Ölürsün... Kapanır yollar geriye; 
Ben mezarla sırdaş olur, beklerim.
Varılmaz hayale işaret diye,
Toprağında bir taş olur, beklerim...",143
Büyük Doğu Marşı,Necip Fazıl Kısakürek,"Allahın seçtiği kurtulmuş millet! 
Güneşten başını göklere yükselt! 
Avlanır, kim sana atarsa kement,
Ezel kuşatılmaz, çevrilmez ebet.
Allahın seçtiği kurtulmuş millet! 
Güneşten başını göklere yükselt! 
Yürü altın nesli, o tunç Oğuz’un! 
Adet küçük, zaman çabuk, yol uzun.
Nur yolu izinden git, KILAVUZ’un! 
Fethine çık, doğru, güzel, sonsuzun! 
Yürü altın nesli, o tunç Oğuz’un! 
Adet küçük, zaman çabuk, yol uzun.
Aynası ufkumun, ateşten bayrak! 
Babamın külleri, sen, kara toprak! 
Şahit ol, ey kılıç, kalem ve orak! 
Doğsun BÜYÜK DOĞU, benden doğarak! 

Aynası ufkumun, ateşten bayrak! 
Babamın külleri, sen, kara toprak! 
                                            (1938)",144
Ağaçları Kesmeyin,Can Yücel,"Düş bir yaş dalından düşerse
Nereye düşer hiç düşündünüz mü? 
Yerde bir iz kalmayacak mı izdüşüm? 
Düşen yaş dalından düşünce
Gözlerinizdedir pınarı
Bir yaş bir daldan düşünce
Kökündedir yaşı
Bir yaş düşer bir daldan
Hepimizin ölen arkadaşı
Ve çok eskilere dair bir düşünce",145
Angina Pektoris,Nazım Hikmet Ran,"Yarısı burdaysa kalbimin
                               yarısı Çin’dedir, doktor.
Sarınehre dğru akan
                            ordunun içindedir.
Sonra, her şafak vakti, doktor, 
her şafak vakti kalbim 
        Yunanistan’da kurşuna diziliyor.
Sonra, bizim bu....................",146
Belki Ben,Nazım Hikmet Ran,"Belki ben 
         o günden 
         çok daha evvel,
         köprü başında sallanarak
         bir  sabah vakti gölgemi asfalta salacağım.
Belki ben
         o günden
                     çok daha sonra ,
matruş çenemde ak bir sakalın izi
....................",147
Açların Gözbebekleri,Nazım Hikmet Ran,"Değil birkaç 
            değil beş on 
                      otuz milyon 
                                            aç 
                                                   bizim! 
Onlar 
           bizim! 
Biz 
              onların! 
Dalgalar 
                  denizin! 
Deniz 
                   dalgaların! 
Değil birkaç 
            değil be on 
                    30.000.000 
                             30.000.000! 
Açlar dizilmiş açlar! 
Ne erkek, ne kadın, ne oğlan, ne kız 
sıska cılız 
          eğri büğrü dallarıyla 
                          eğri büğrü ağaçlar! 
Ne erkek, ne kadın, ne oğlan, ne ....................",148
Bahçedeki İhtiyar,Necip Fazıl Kısakürek,"Yıllar bir gözyaşı olup da kaymış
Nurlu ihtiyarın yanaklarında.
Yapraktan saçını yerlere yaymış,
Sonbahar ağlıyor ayaklarında.
Süzüyor ufukta bir kızıl yeri,
İçi karanlıkla dolu gözleri; 
Alnında akşamın ince kederi,
Sessizliğin sırrı,dudaklarında.
Yanan bir kağıtta küçük bir satır
Yazı gibi akşam onu karartır; 
Artık o,silinen bir hatıradır,
Bu ıssız bahçenin uzaklarında...",149
Asya Afrika Yazarlarına...,Nazım Hikmet Ran,"Kardeşlerim 
bakmayın sarı saçlı olduğuma 
ben Asyalıyım 
bakmayın mavi gözlü olduğuma 
ben Afrikalıyım 
ağaçlar kendi dibine gölge vermez benim orda 
sizin ordakiler gibi tıpkı 
benim orda arslanın ağzındadır ekmek 
ejderler yatar başında çeşmelerin 
ve ölünür benim orda ellisine basılmadan 
sizin ordaki gibi tıpkı 
ba....................",150
23 Sentlik Asker,Nazım Hikmet Ran,"23 Sentlik asker
Mister Dalles, 
sizden saklamak olmaz, 
hayat pahalı biraz bizim memlekette.
Mesela iki yüz gram et alabilirsiniz, 
                                                                  koyun eti, 
                                                Ankara'da 23 sente, 
                            yahut iki kilo kuru soğan, 
                            yahut bir kilodan biraz fazla mercimek, 
                            elli santim kefen bezi yahut, 
                            yahut da bir aylığına
                                   yirmi yaşlarında bir tane insan.
erkek, 
ağzı burnu, eli ayağı yerinde, 
üniforması, otomatiği üzerinde, 
yani öldürmeğe, öldürülmeğe hazır, 
belki tavşan gibi korkak, 
         belki toprak gibi akıllı
                   belki gençlik gibi cesur, 
                             belki su gibi kurnaz
                                      (her kaba uymak meselesi) , 
belki ömründe ilk defa denizi görecek, 
belki ava meraklı, belki sevdalıdır.
....................",151
Aydınlık,Necip Fazıl Kısakürek,"Uyan yârim, uyan, söndü yıldızlar, 
Gün, karşı tepeden doğmak üzredir.
Her sabah güneşi seyreden kızlar, 
Mahmur gözlerini oğmak üzredir.
Uyan yârim, sesler geldi derinden, 
Karanlık oynadı, koptu yerinden; 
İlk ışık, kapının eşiklerinden, 
Şimdi bir gölgeyi kovmak üzredir.
Sevgilim, kapımı çaldı aydınlık, 
Baygın gözlerimi aldı aydınlık, 
İçimde tıkandı, kaldı aydınlık, 
Bu aydınlık beni boğmak üzredir.",152
Ben Bende Değil,Mevlana Celaleddin Rumi,"Ben bende değil, sende de hem sen, hem ben, 
Ben hem benimim, hem de senin, sen de benim, 
Bir öyle garip hale bugün geldim ki
Sen ben misin, bilmiyorum, ben mi senim.
(Farsça, Hüseyin Rıfat)",153
1 Mayıs Da,Nazım Hikmet Ran,"Yaşım yirmi
Lenin sağ
Kızıl Meydan'da
Yüz....................",154
Azgın Deniz,Necip Fazıl Kısakürek,"Hangi hissin parmağı dokundu ki, derine,
Düştü bir gizli alev salkımı içerine? 
Hangi kabus bastı ki, seni uykularında,
Birdenbire cehennem kaynadı sularında? 
Örtüldü baştan başa tenin beyaz bir terle,
Duman duman yayılan incecik köpüklerle.
Hangi dert kaldı, söyle, bağrına üşüşmeyen,
Hangi ölüm şarkısı, bu dilinden düşmeyen? 
Hangi öfkeyle yüzün, böyle karıştı yer yer,
Sana yan mı baktılar, bir şey mi söylediler? 
Bir şey dinleme artık, artık bir şey dinleme! 
Çağır, bütün günahkar ruhları cehenneme! 
Karşına, sahil, kaya, insan kim çıkarsa vur! 
Vur başına, alemde, kör, sağır, ne varsa vur! 
Sal her taraftan, dağdan, gökten, pencereden sal! 
Nihayet kala kala dünyada tek kişi kal!",155
Arhaveli İsmail'in Hikayesi,Nazım Hikmet Ran,"Ateşi ve ihaneti gördük. 
Düşman ordusu yine başladı yürümeğe. 
Akhisar, Karacabey, 
Bursa ve Bursa'nın doğusunda Aksu, 
çarpışarak çekildik... 
920'nin 
29 Ağustos'u: 
Uşak düştü. 
Yaralı 
ve dehşetli kızgın 
fakat toprağımızdan emin, 
Dumlupınar sırtlarındayız. 
Nazilli düştü. 
Ateşi ve ihaneti gördük. 
Dayandık 
dayanmaktayız. 
1920 Şubat, Nisan, Mayıs, 
Bolu, Düzce, Geyve, Adapazarı: 
İçimizde Hilâfet Ordusu, 
Anzavur isyanları. 
Ve aynı sıradan, 
3 Ekim Konya. 
Sabah. 
500 asker kaçağı ve yeşil bayrağıyla Delibaş 
girdi şehre. 
Alaeddin tepesinde üç gün üç gece hüküm sürdüler. 
Ve Manavgat istikametlerinde kaçıp 
ölümlerine giderken 
terkilerinde kesilmiş kafalar götürdüler. 
Ve 29 Aralık Kütahya: 
4 top 
ve 1800 atlı bir ihanet 
yani Çerkez Ethem, 
bir gece vakti 
kilim ve halı yüklü katırları, 
koyun ve sığır sürülerini önüne katıp 
düşmana geçti. 
Yürekleri karanlık, 
kemerleri ve kamçıları gümüşlüydü, 
atları ve kendileri semizdiler... 
Ateşi ve ihaneti gördük. 
Ruhumuz fırtınalı, etimiz mütehammil. 
Sevgisiz ve ihtirassız çıplak devler değil, 
inanılmaz zaafları, korkunç kuvvetleriyle, 
silâhları ve beygirleriyle insanlardı dayanan. 
Beygirler çirkindiler, 
bakımsızdılar, 
hasta bir fundalıktan yüksek değillerdi. 
Fakat bozkırda kişneyip köpürmeden 
sabırlı ve doludizgin koşmasını biliyorlardı. 
İnsanlar uzun asker kaputluydu, 
yalnayaktı insanlar. 
İnsanların başında kalpak, 
yüreklerinde keder, 
yüreklerinde müthiş bir ümit vardı. 
İnsanlar devrilmişti, kedersiz ve ümitsizdiler. 
İnsanlar, etlerinde kurşun yaralarıyla 
köy odalarında unutulmuştular. 
Ve orda sargı, 
deri 
ve asker postalları halinde 
yan yana, sırtüstü yatıyorlardı. 
Koparılmış gibiydi parmakları saplandığı yerden 
eğrilip bükülmüştü 
ve avuçlarında toprak ve kan vardı. 
Ve asker k....................",156
Akılcı,Necip Fazıl Kısakürek,"Yalnız göze güvenen şu kör akılcıya bak! 
Başını kuma sokmuş deve kuşundan ahmak! 
                                                  1976",157
Bahar Gülü,Nazım Hikmet Ran,Akşamdı adı bahar mı gül mü güz mü ilk görüşte gülmeye başlamıştı biraz dalgın sesi titrek selam vermemiştim oysa belkide kırdım istemeyerek hızlı hızlı yürüyordu kaşını almış dudağını boyamıştı yüzü sonbahar hüznü güneşe benziyordu gülüşü birden bire geldi beklemiyordum keskin bir bıçak gibi saplandı aklıma hep böyle cana yakın mı bakar acaba? Akşamdı uzak bir deniz kenarında oturmuş efkar yakıyordum karanlık tutmuştu yolları kimbilir kimin k boynundaydı kolları gecelerdir kötümserdim sakallarımı uzatmış durup durup uzaklar....................,158
23 Eylül 1945,Nazım Hikmet Ran,"O şimdi ne yapıyor
şu anda, şimdi,şimdi?
Evde mi, sokakta mı,
çalışıyor mu, uzanmış mı,
ayakta mı?
Kolunu kaldırmış olabilir,
--- hey gülüm,
beyaz, kalın bileğini nasıl da çırçıplak ede....................",159
Söylesem Söyleyebilsem Ah Derdimi,Victor Hugo,"söylesem ah söyleyebilsem derdimi
mehtap bir gecede açabilsem sana kalbimi
göreceksin seninle dolu
desem, diyebilsem ki seviyorum seni
çılgınca aşığım sana 
ama demem, diyemem
çünkü aramızda dağlar, denizler
ve benim o kahrolası gururum var
bu böyle sürüp gidecek
sen, seni sevdiğimi bilmeyecek, öğrenmeyeceksin
ben her gece yıldızlara seni sevdiğimi söyleyeceğim
sana asla...
çünkü aramızda dağlar denizler
ve benim o kahrolası gururum var",160
Adımla Nasıl Berabersem,Attila İlhan,"hacet yok hatırlatmasına seni hatıraların 
bir dakika bile çıkmıyorsun aklımdan 
koşar gibi yürüyüşün 
karanlıkta bir ışık gibi aydınlık gülüşün 
hacet yok hatırlatmasına seni hatıraların 
uzak uzak y....................",161
